station,horizon,persistence,actual_onset,predicted_onset,onset_error_hours,peak_error_hours,duration_error_hours,recovery_error_hours
Najafgarh Delhi DPCC,12,3,2023-10-25 20:00:00,2023-10-25 22:00:00,2.0,8.0,3.0,5.0
Najafgarh Delhi DPCC,12,3,2023-11-02 01:00:00,2023-11-02 01:00:00,,7.0,,
Najafgarh Delhi DPCC,12,3,2023-11-02 21:00:00,2023-11-02 21:00:00,,7.0,,
Najafgarh Delhi DPCC,12,3,2023-11-06 09:00:00,2023-11-06 09:00:00,,26.0,,
Najafgarh Delhi DPCC,12,3,2023-11-07 19:00:00,2023-11-07 19:00:00,,3.0,,
Najafgarh Delhi DPCC,12,3,2023-11-12 22:00:00,2023-11-14 19:00:00,45.0,11.0,44.0,1.0
Najafgarh Delhi DPCC,12,3,2023-11-15 19:00:00,2023-11-16 19:00:00,24.0,14.0,22.0,2.0
Najafgarh Delhi DPCC,12,3,2023-11-18 21:00:00,2023-11-18 20:00:00,1.0,4.0,1.0,0.0
Najafgarh Delhi DPCC,12,3,2023-11-19 20:00:00,2023-11-19 21:00:00,1.0,1.0,4.0,3.0
Najafgarh Delhi DPCC,12,3,2023-11-20 18:00:00,2023-11-23 18:00:00,72.0,37.0,,
Najafgarh Delhi DPCC,12,3,2023-11-29 11:00:00,2023-12-01 20:00:00,57.0,35.0,56.0,1.0
Najafgarh Delhi DPCC,12,3,2023-12-05 21:00:00,2023-12-05 22:00:00,1.0,10.0,3.0,4.0
Najafgarh Delhi DPCC,12,3,2023-12-06 22:00:00,2023-12-06 22:00:00,0.0,3.0,4.0,4.0
Najafgarh Delhi DPCC,12,3,2023-12-07 20:00:00,2023-12-07 23:00:00,3.0,2.0,2.0,5.0
Najafgarh Delhi DPCC,12,3,2023-12-08 21:00:00,2023-12-08 22:00:00,1.0,1.0,,
Najafgarh Delhi DPCC,12,3,2023-12-13 03:00:00,2023-12-13 03:00:00,,9.0,,5.0
Najafgarh Delhi DPCC,12,3,2023-12-13 20:00:00,2023-12-13 18:00:00,2.0,0.0,3.0,1.0
Najafgarh Delhi DPCC,12,3,2023-12-15 00:00:00,2023-12-14 21:00:00,3.0,2.0,1.0,2.0
Najafgarh Delhi DPCC,12,3,2023-12-15 23:00:00,2023-12-15 23:00:00,,1.0,,
Najafgarh Delhi DPCC,12,3,2023-12-28 22:00:00,2023-12-28 22:00:00,,0.0,,
Najafgarh Delhi DPCC,12,6,2023-01-02 17:00:00,2023-01-02 22:00:00,5.0,12.0,18.0,13.0
Najafgarh Delhi DPCC,12,6,2023-01-04 10:00:00,2023-01-03 17:00:00,17.0,25.0,20.0,3.0
Najafgarh Delhi DPCC,12,6,2023-01-10 14:00:00,2023-01-10 14:00:00,,0.0,,4.0
Najafgarh Delhi DPCC,12,6,2023-01-11 16:00:00,2023-01-11 20:00:00,4.0,2.0,,
Najafgarh Delhi DPCC,12,6,2023-01-28 21:00:00,2023-01-28 21:00:00,0.0,7.0,9.0,9.0
Najafgarh Delhi DPCC,12,6,2023-10-25 20:00:00,2023-10-25 22:00:00,2.0,8.0,3.0,5.0
Najafgarh Delhi DPCC,12,6,2023-11-02 01:00:00,2023-11-02 01:00:00,,7.0,,
Najafgarh Delhi DPCC,12,6,2023-11-02 21:00:00,2023-11-02 21:00:00,,7.0,,
Najafgarh Delhi DPCC,12,6,2023-11-06 09:00:00,2023-11-06 09:00:00,,26.0,,
Najafgarh Delhi DPCC,12,6,2023-11-07 19:00:00,2023-11-07 19:00:00,,3.0,,
Najafgarh Delhi DPCC,12,6,2023-11-12 22:00:00,2023-11-14 19:00:00,45.0,11.0,44.0,1.0
Najafgarh Delhi DPCC,12,6,2023-11-15 19:00:00,2023-11-16 19:00:00,24.0,14.0,22.0,2.0
Najafgarh Delhi DPCC,12,6,2023-11-18 21:00:00,2023-11-18 20:00:00,1.0,4.0,1.0,0.0
Najafgarh Delhi DPCC,12,6,2023-11-19 20:00:00,2023-11-19 21:00:00,1.0,1.0,4.0,3.0
Najafgarh Delhi DPCC,12,6,2023-11-20 18:00:00,2023-11-23 18:00:00,72.0,37.0,,
Najafgarh Delhi DPCC,12,6,2023-11-29 11:00:00,2023-12-01 20:00:00,57.0,35.0,56.0,1.0
Najafgarh Delhi DPCC,12,6,2023-12-05 21:00:00,2023-12-05 22:00:00,1.0,10.0,3.0,4.0
Najafgarh Delhi DPCC,12,6,2023-12-06 22:00:00,2023-12-06 22:00:00,0.0,3.0,4.0,4.0
Najafgarh Delhi DPCC,12,6,2023-12-07 20:00:00,2023-12-07 23:00:00,3.0,2.0,2.0,5.0
Najafgarh Delhi DPCC,12,6,2023-12-08 21:00:00,2023-12-08 22:00:00,1.0,1.0,,
Najafgarh Delhi DPCC,12,6,2023-12-13 03:00:00,2023-12-13 03:00:00,,9.0,,5.0
Najafgarh Delhi DPCC,12,6,2023-12-13 20:00:00,2023-12-13 18:00:00,2.0,0.0,3.0,1.0
Najafgarh Delhi DPCC,12,6,2023-12-15 00:00:00,2023-12-14 21:00:00,3.0,2.0,1.0,2.0
Najafgarh Delhi DPCC,12,6,2023-12-15 23:00:00,2023-12-15 23:00:00,,1.0,,
Najafgarh Delhi DPCC,24,2,2023-01-02 19:00:00,2023-01-03 05:00:00,,8.0,,13.0
Najafgarh Delhi DPCC,24,2,2023-01-04 10:00:00,2023-01-03 17:00:00,17.0,13.0,31.0,14.0
Najafgarh Delhi DPCC,24,2,2023-01-05 14:00:00,2023-01-05 17:00:00,3.0,0.0,3.0,6.0
Najafgarh Delhi DPCC,24,2,2023-01-06 14:00:00,2023-01-06 14:00:00,0.0,5.0,,
Najafgarh Delhi DPCC,24,2,2023-01-07 02:00:00,2023-01-07 02:00:00,,0.0,,1.0
Najafgarh Delhi DPCC,24,2,2023-01-11 16:00:00,2023-01-12 13:00:00,21.0,24.0,,
Najafgarh Delhi DPCC,24,2,2023-01-13 05:00:00,2023-01-13 23:00:00,,6.0,,
Najafgarh Delhi DPCC,24,2,2023-01-17 09:00:00,2023-01-17 05:00:00,,2.0,,1.0
Najafgarh Delhi DPCC,24,2,2023-01-18 07:00:00,2023-01-18 02:00:00,,5.0,,1.0
Najafgarh Delhi DPCC,24,2,2023-01-18 23:00:00,2023-01-18 22:00:00,1.0,1.0,,
Najafgarh Delhi DPCC,24,2,2023-01-28 21:00:00,2023-01-28 22:00:00,1.0,7.0,10.0,9.0
Najafgarh Delhi DPCC,24,2,2023-01-29 19:00:00,2023-01-29 21:00:00,2.0,2.0,1.0,1.0
Najafgarh Delhi DPCC,24,2,2023-04-11 23:00:00,2023-04-12 01:00:00,2.0,3.0,1.0,1.0
Najafgarh Delhi DPCC,24,2,2023-10-21 10:00:00,2023-10-21 09:00:00,1.0,2.0,0.0,1.0
Najafgarh Delhi DPCC,24,2,2023-10-26 00:00:00,2023-10-26 00:00:00,,8.0,,5.0
Najafgarh Delhi DPCC,24,2,2023-11-02 21:00:00,2023-11-02 21:00:00,,13.0,,
Najafgarh Delhi DPCC,24,2,2023-11-06 21:00:00,2023-11-06 21:00:00,,10.0,,
Najafgarh Delhi DPCC,24,2,2023-11-07 19:00:00,2023-11-07 19:00:00,,0.0,,
Najafgarh Delhi DPCC,24,2,2023-11-12 22:00:00,2023-11-14 20:00:00,46.0,2.0,45.0,1.0
Najafgarh Delhi DPCC,24,2,2023-11-15 19:00:00,2023-11-16 19:00:00,24.0,23.0,22.0,2.0
Najafgarh Delhi DPCC,24,2,2023-11-18 21:00:00,2023-11-18 20:00:00,1.0,0.0,1.0,0.0
Najafgarh Delhi DPCC,24,2,2023-11-19 20:00:00,2023-11-19 21:00:00,1.0,9.0,4.0,3.0
Najafgarh Delhi DPCC,24,2,2023-11-20 18:00:00,2023-11-22 18:00:00,48.0,24.0,,
Najafgarh Delhi DPCC,24,2,2023-11-25 00:00:00,2023-11-25 00:00:00,,1.0,,
Najafgarh Delhi DPCC,24,2,2023-11-25 13:00:00,2023-11-25 13:00:00,,0.0,,
Najafgarh Delhi DPCC,24,2,2023-11-29 13:00:00,2023-11-30 21:00:00,,12.0,,26.0
Najafgarh Delhi DPCC,24,2,2023-12-02 23:00:00,2023-12-02 21:00:00,2.0,0.0,2.0,0.0
Najafgarh Delhi DPCC,24,2,2023-12-03 19:00:00,2023-12-03 22:00:00,3.0,0.0,6.0,3.0
Najafgarh Delhi DPCC,24,2,2023-12-05 21:00:00,2023-12-05 22:00:00,1.0,2.0,6.0,5.0
Najafgarh Delhi DPCC,24,2,2023-12-06 10:00:00,2023-12-06 05:00:00,5.0,2.0,4.0,1.0
Najafgarh Delhi DPCC,24,2,2023-12-06 22:00:00,2023-12-06 21:00:00,1.0,1.0,7.0,6.0
Najafgarh Delhi DPCC,24,2,2023-12-07 20:00:00,2023-12-07 22:00:00,2.0,1.0,7.0,5.0
Najafgarh Delhi DPCC,24,2,2023-12-08 10:00:00,2023-12-08 09:00:00,1.0,1.0,1.0,0.0
Najafgarh Delhi DPCC,24,2,2023-12-08 21:00:00,2023-12-08 21:00:00,0.0,0.0,,
Najafgarh Delhi DPCC,24,2,2023-12-09 21:00:00,2023-12-09 21:00:00,0.0,0.0,1.0,1.0
Najafgarh Delhi DPCC,24,2,2023-12-13 20:00:00,2023-12-13 20:00:00,0.0,9.0,1.0,1.0
Najafgarh Delhi DPCC,24,2,2023-12-15 00:00:00,2023-12-14 21:00:00,3.0,9.0,2.0,1.0
Najafgarh Delhi DPCC,24,2,2023-12-15 23:00:00,2023-12-15 23:00:00,,9.0,,5.0
Najafgarh Delhi DPCC,24,2,2023-12-20 11:00:00,2023-12-19 23:00:00,,12.0,,
Najafgarh Delhi DPCC,24,3,2023-01-02 19:00:00,2023-01-03 05:00:00,,8.0,,13.0
Najafgarh Delhi DPCC,24,3,2023-01-04 10:00:00,2023-01-03 17:00:00,17.0,13.0,31.0,14.0
Najafgarh Delhi DPCC,24,3,2023-01-05 14:00:00,2023-01-05 17:00:00,3.0,0.0,3.0,6.0
Najafgarh Delhi DPCC,24,3,2023-01-06 14:00:00,2023-01-06 14:00:00,0.0,5.0,,
Najafgarh Delhi DPCC,24,3,2023-01-07 02:00:00,2023-01-07 02:00:00,,0.0,,1.0
Najafgarh Delhi DPCC,24,3,2023-01-11 16:00:00,2023-01-12 13:00:00,21.0,24.0,,
Najafgarh Delhi DPCC,24,3,2023-01-13 05:00:00,2023-01-13 23:00:00,,6.0,,
Najafgarh Delhi DPCC,24,3,2023-01-17 09:00:00,2023-01-17 05:00:00,,2.0,,1.0
Najafgarh Delhi DPCC,24,3,2023-01-18 07:00:00,2023-01-18 02:00:00,,5.0,,1.0
Najafgarh Delhi DPCC,24,3,2023-01-28 21:00:00,2023-01-28 22:00:00,1.0,7.0,10.0,9.0
Najafgarh Delhi DPCC,24,3,2023-01-29 19:00:00,2023-01-29 21:00:00,2.0,2.0,1.0,1.0
Najafgarh Delhi DPCC,24,3,2023-10-26 00:00:00,2023-10-26 00:00:00,,8.0,,5.0
Najafgarh Delhi DPCC,24,3,2023-11-02 21:00:00,2023-11-02 21:00:00,,13.0,,
Najafgarh Delhi DPCC,24,3,2023-11-06 21:00:00,2023-11-06 21:00:00,,10.0,,
Najafgarh Delhi DPCC,24,3,2023-11-07 19:00:00,2023-11-07 19:00:00,,0.0,,
Najafgarh Delhi DPCC,24,3,2023-11-12 22:00:00,2023-11-14 20:00:00,46.0,2.0,45.0,1.0
Najafgarh Delhi DPCC,24,3,2023-11-15 19:00:00,2023-11-16 19:00:00,24.0,23.0,22.0,2.0
Najafgarh Delhi DPCC,24,3,2023-11-18 21:00:00,2023-11-18 20:00:00,1.0,0.0,1.0,0.0
Najafgarh Delhi DPCC,24,3,2023-11-19 20:00:00,2023-11-19 21:00:00,1.0,9.0,4.0,3.0
Najafgarh Delhi DPCC,24,3,2023-11-20 18:00:00,2023-11-22 18:00:00,48.0,24.0,,
Najafgarh Delhi DPCC,24,3,2023-11-25 13:00:00,2023-11-25 13:00:00,,0.0,,
Najafgarh Delhi DPCC,24,3,2023-11-29 13:00:00,2023-11-30 21:00:00,,12.0,,26.0
Najafgarh Delhi DPCC,24,3,2023-12-03 19:00:00,2023-12-03 22:00:00,3.0,0.0,6.0,3.0
Najafgarh Delhi DPCC,24,3,2023-12-05 21:00:00,2023-12-05 22:00:00,1.0,2.0,6.0,5.0
Najafgarh Delhi DPCC,24,3,2023-12-06 10:00:00,2023-12-06 05:00:00,5.0,2.0,4.0,1.0
Najafgarh Delhi DPCC,24,3,2023-12-06 22:00:00,2023-12-06 21:00:00,1.0,1.0,7.0,6.0
Najafgarh Delhi DPCC,24,3,2023-12-07 20:00:00,2023-12-07 22:00:00,2.0,1.0,7.0,5.0
Najafgarh Delhi DPCC,24,3,2023-12-08 10:00:00,2023-12-08 09:00:00,1.0,1.0,1.0,0.0
Najafgarh Delhi DPCC,24,3,2023-12-08 21:00:00,2023-12-08 21:00:00,0.0,0.0,,
Najafgarh Delhi DPCC,24,3,2023-12-09 21:00:00,2023-12-09 21:00:00,0.0,0.0,1.0,1.0
Najafgarh Delhi DPCC,24,3,2023-12-13 20:00:00,2023-12-13 20:00:00,0.0,9.0,1.0,1.0
Najafgarh Delhi DPCC,24,3,2023-12-15 00:00:00,2023-12-14 21:00:00,3.0,9.0,2.0,1.0
Najafgarh Delhi DPCC,24,3,2023-12-15 23:00:00,2023-12-15 23:00:00,,9.0,,5.0
Najafgarh Delhi DPCC,24,3,2023-12-20 11:00:00,2023-12-19 23:00:00,,12.0,,
Najafgarh Delhi DPCC,24,6,2023-01-02 19:00:00,2023-01-03 05:00:00,,8.0,,13.0
Najafgarh Delhi DPCC,24,6,2023-01-04 10:00:00,2023-01-03 17:00:00,17.0,13.0,31.0,14.0
Najafgarh Delhi DPCC,24,6,2023-01-05 14:00:00,2023-01-05 17:00:00,3.0,0.0,3.0,6.0
Najafgarh Delhi DPCC,24,6,2023-01-11 16:00:00,2023-01-12 13:00:00,21.0,24.0,,
Najafgarh Delhi DPCC,24,6,2023-01-28 21:00:00,2023-01-28 22:00:00,1.0,7.0,10.0,9.0
Najafgarh Delhi DPCC,24,6,2023-10-26 00:00:00,2023-10-26 00:00:00,,8.0,,5.0
Najafgarh Delhi DPCC,24,6,2023-11-02 21:00:00,2023-11-02 21:00:00,,13.0,,
Najafgarh Delhi DPCC,24,6,2023-11-06 21:00:00,2023-11-06 21:00:00,,10.0,,
Najafgarh Delhi DPCC,24,6,2023-11-07 19:00:00,2023-11-07 19:00:00,,0.0,,
Najafgarh Delhi DPCC,24,6,2023-11-12 22:00:00,2023-11-14 20:00:00,46.0,2.0,45.0,1.0
Najafgarh Delhi DPCC,24,6,2023-11-15 19:00:00,2023-11-16 19:00:00,24.0,23.0,22.0,2.0
Najafgarh Delhi DPCC,24,6,2023-11-18 21:00:00,2023-11-18 20:00:00,1.0,0.0,1.0,0.0
Najafgarh Delhi DPCC,24,6,2023-11-19 20:00:00,2023-11-19 21:00:00,1.0,9.0,4.0,3.0
Najafgarh Delhi DPCC,24,6,2023-11-20 18:00:00,2023-11-22 18:00:00,48.0,24.0,,
Najafgarh Delhi DPCC,24,6,2023-11-25 13:00:00,2023-11-25 13:00:00,,0.0,,
Najafgarh Delhi DPCC,24,6,2023-11-29 13:00:00,2023-11-30 21:00:00,,12.0,,26.0
Najafgarh Delhi DPCC,24,6,2023-12-05 21:00:00,2023-12-05 22:00:00,1.0,2.0,6.0,5.0
Najafgarh Delhi DPCC,24,6,2023-12-06 22:00:00,2023-12-06 21:00:00,1.0,1.0,7.0,6.0
Najafgarh Delhi DPCC,24,6,2023-12-07 20:00:00,2023-12-07 22:00:00,2.0,1.0,7.0,5.0
Najafgarh Delhi DPCC,24,6,2023-12-08 21:00:00,2023-12-08 21:00:00,0.0,0.0,,
Najafgarh Delhi DPCC,24,6,2023-12-09 21:00:00,2023-12-09 21:00:00,0.0,0.0,1.0,1.0
Najafgarh Delhi DPCC,24,6,2023-12-13 20:00:00,2023-12-13 20:00:00,0.0,9.0,1.0,1.0
Najafgarh Delhi DPCC,24,6,2023-12-15 00:00:00,2023-12-14 21:00:00,3.0,9.0,2.0,1.0
Najafgarh Delhi DPCC,24,6,2023-12-15 23:00:00,2023-12-15 23:00:00,,9.0,,5.0
Narela Delhi DPCC,1,2,2023-01-01 01:00:00,2023-01-01 07:00:00,,1.0,,1.0
Narela Delhi DPCC,1,2,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,1.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-01-02 16:00:00,2023-01-02 17:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-01-07 14:00:00,2023-01-07 14:00:00,,1.0,,1.0
Narela Delhi DPCC,1,2,2023-01-08 11:00:00,2023-01-08 11:00:00,0.0,25.0,0.0,0.0
Narela Delhi DPCC,1,2,2023-01-10 08:00:00,2023-01-10 09:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-01-11 12:00:00,2023-01-11 13:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-01-16 06:00:00,2023-01-16 06:00:00,,2.0,,1.0
Narela Delhi DPCC,1,2,2023-01-16 20:00:00,2023-01-16 20:00:00,0.0,1.0,6.0,6.0
Narela Delhi DPCC,1,2,2023-01-17 20:00:00,2023-01-17 21:00:00,1.0,2.0,,
Narela Delhi DPCC,1,2,2023-01-24 04:00:00,2023-01-24 04:00:00,,1.0,,0.0
Narela Delhi DPCC,1,2,2023-01-25 07:00:00,2023-01-25 08:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-01-25 11:00:00,2023-01-25 12:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-01-25 16:00:00,2023-01-26 06:00:00,14.0,4.0,22.0,8.0
Narela Delhi DPCC,1,2,2023-02-03 07:00:00,2023-02-03 09:00:00,2.0,1.0,3.0,1.0
Narela Delhi DPCC,1,2,2023-02-03 20:00:00,2023-02-03 21:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-02-04 20:00:00,2023-02-04 21:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-02-05 08:00:00,2023-02-05 09:00:00,1.0,1.0,2.0,1.0
Narela Delhi DPCC,1,2,2023-02-05 22:00:00,2023-02-05 23:00:00,1.0,0.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-02-06 18:00:00,2023-02-06 20:00:00,2.0,1.0,2.0,0.0
Narela Delhi DPCC,1,2,2023-02-08 05:00:00,2023-02-08 06:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-02-09 06:00:00,2023-02-09 07:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-02-09 20:00:00,2023-02-09 21:00:00,1.0,0.0,4.0,3.0
Narela Delhi DPCC,1,2,2023-02-10 04:00:00,2023-02-10 06:00:00,2.0,2.0,,
Narela Delhi DPCC,1,2,2023-02-14 21:00:00,2023-02-14 22:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-02-15 07:00:00,2023-02-15 09:00:00,2.0,1.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-02-15 20:00:00,2023-02-15 21:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-03-11 07:00:00,2023-03-11 07:00:00,,1.0,,0.0
Narela Delhi DPCC,1,2,2023-03-11 21:00:00,2023-03-11 22:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-03-12 01:00:00,2023-03-12 02:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-03-16 06:00:00,2023-03-16 06:00:00,,0.0,,2.0
Narela Delhi DPCC,1,2,2023-03-23 02:00:00,2023-03-23 03:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-03-24 00:00:00,2023-03-24 01:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-03-27 07:00:00,2023-03-27 08:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-03-28 08:00:00,2023-03-28 09:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-03-28 21:00:00,2023-03-28 22:00:00,1.0,2.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-03-29 05:00:00,2023-03-29 06:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-03-30 02:00:00,2023-03-30 07:00:00,5.0,3.0,5.0,0.0
Narela Delhi DPCC,1,2,2023-04-17 03:00:00,2023-04-17 04:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-04-18 01:00:00,2023-04-18 01:00:00,0.0,4.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-04-28 23:00:00,2023-04-29 00:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-04-29 06:00:00,2023-04-29 07:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-05-05 23:00:00,2023-05-06 00:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-05-06 22:00:00,2023-05-07 02:00:00,4.0,1.0,3.0,1.0
Narela Delhi DPCC,1,2,2023-05-09 06:00:00,2023-05-09 07:00:00,1.0,3.0,4.0,3.0
Narela Delhi DPCC,1,2,2023-05-09 22:00:00,2023-05-10 03:00:00,5.0,2.0,5.0,0.0
Narela Delhi DPCC,1,2,2023-05-15 21:00:00,2023-05-15 22:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-05-16 00:00:00,2023-05-16 01:00:00,1.0,2.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-05-16 07:00:00,2023-05-16 08:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-05-22 21:00:00,2023-05-23 01:00:00,4.0,6.0,3.0,1.0
Narela Delhi DPCC,1,2,2023-06-06 21:00:00,2023-06-06 23:00:00,2.0,1.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-06-07 07:00:00,2023-06-07 10:00:00,3.0,1.0,2.0,1.0
Narela Delhi DPCC,1,2,2023-10-06 04:00:00,2023-10-06 05:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-10-06 21:00:00,2023-10-06 21:00:00,0.0,1.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-10-20 01:00:00,2023-10-20 02:00:00,1.0,6.0,2.0,1.0
Narela Delhi DPCC,1,2,2023-10-25 01:00:00,2023-10-25 02:00:00,,1.0,,1.0
Narela Delhi DPCC,1,2,2023-10-25 21:00:00,2023-10-25 21:00:00,0.0,1.0,2.0,2.0
Narela Delhi DPCC,1,2,2023-10-26 21:00:00,2023-10-26 22:00:00,1.0,0.0,2.0,1.0
Narela Delhi DPCC,1,2,2023-10-27 21:00:00,2023-10-27 22:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,2,2023-10-28 19:00:00,2023-10-28 20:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-11-05 22:00:00,2023-11-06 16:00:00,,13.0,,
Narela Delhi DPCC,1,2,2023-11-12 03:00:00,2023-11-12 05:00:00,2.0,1.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-11-12 21:00:00,2023-11-12 22:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-11-17 21:00:00,2023-11-17 21:00:00,,0.0,,
Narela Delhi DPCC,1,2,2023-11-21 01:00:00,2023-11-21 17:00:00,,3.0,,0.0
Narela Delhi DPCC,1,2,2023-11-22 17:00:00,2023-11-22 18:00:00,1.0,14.0,,
Narela Delhi DPCC,1,2,2023-12-01 10:00:00,2023-12-01 10:00:00,,9.0,,0.0
Narela Delhi DPCC,1,2,2023-12-02 22:00:00,2023-12-02 22:00:00,0.0,1.0,0.0,0.0
Narela Delhi DPCC,1,2,2023-12-03 20:00:00,2023-12-03 19:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-12-04 19:00:00,2023-12-04 20:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-12-05 21:00:00,2023-12-05 21:00:00,0.0,0.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-12-06 02:00:00,2023-12-06 03:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,2,2023-12-06 20:00:00,2023-12-06 21:00:00,1.0,2.0,4.0,3.0
Narela Delhi DPCC,1,2,2023-12-07 19:00:00,2023-12-07 20:00:00,1.0,1.0,2.0,1.0
Narela Delhi DPCC,1,2,2023-12-08 19:00:00,2023-12-08 20:00:00,1.0,1.0,,
Narela Delhi DPCC,1,2,2023-12-12 16:00:00,2023-12-12 17:00:00,,0.0,,1.0
Narela Delhi DPCC,1,2,2023-12-13 19:00:00,2023-12-13 19:00:00,0.0,1.0,0.0,0.0
Narela Delhi DPCC,1,2,2023-12-14 20:00:00,2023-12-14 20:00:00,0.0,2.0,1.0,1.0
Narela Delhi DPCC,1,2,2023-12-19 00:00:00,2023-12-19 00:00:00,,3.0,,1.0
Narela Delhi DPCC,1,2,2023-12-19 21:00:00,2023-12-19 21:00:00,0.0,1.0,2.0,2.0
Narela Delhi DPCC,1,2,2023-12-20 19:00:00,2023-12-21 19:00:00,24.0,1.0,23.0,1.0
Narela Delhi DPCC,1,2,2023-12-24 15:00:00,2023-12-24 16:00:00,1.0,1.0,22.0,23.0
Narela Delhi DPCC,1,2,2023-12-25 19:00:00,2023-12-26 18:00:00,23.0,14.0,27.0,4.0
Narela Delhi DPCC,1,2,2023-12-31 15:00:00,2023-12-31 15:00:00,,2.0,,
Narela Delhi DPCC,1,3,2023-01-01 01:00:00,2023-01-01 07:00:00,,1.0,,1.0
Narela Delhi DPCC,1,3,2023-01-01 20:00:00,2023-01-01 20:00:00,0.0,1.0,1.0,1.0
Narela Delhi DPCC,1,3,2023-01-02 16:00:00,2023-01-02 17:00:00,1.0,1.0,,
Narela Delhi DPCC,1,3,2023-01-07 14:00:00,2023-01-07 14:00:00,,1.0,,1.0
Narela Delhi DPCC,1,3,2023-01-08 11:00:00,2023-01-08 11:00:00,0.0,25.0,0.0,0.0
Narela Delhi DPCC,1,3,2023-01-10 08:00:00,2023-01-10 09:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,3,2023-01-11 12:00:00,2023-01-11 13:00:00,1.0,1.0,,
Narela Delhi DPCC,1,3,2023-01-16 06:00:00,2023-01-16 06:00:00,,2.0,,1.0
Narela Delhi DPCC,1,3,2023-01-16 20:00:00,2023-01-16 20:00:00,0.0,1.0,6.0,6.0
Narela Delhi DPCC,1,3,2023-01-17 20:00:00,2023-01-17 21:00:00,1.0,2.0,,
Narela Delhi DPCC,1,3,2023-01-24 04:00:00,2023-01-24 04:00:00,,1.0,,0.0
Narela Delhi DPCC,1,3,2023-01-25 11:00:00,2023-01-25 12:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,3,2023-01-25 16:00:00,2023-01-26 06:00:00,14.0,4.0,22.0,8.0
Narela Delhi DPCC,1,3,2023-02-03 20:00:00,2023-02-03 21:00:00,1.0,1.0,0.0,1.0
Narela Delhi DPCC,1,3,2023-02-04 20:00:00,2023-02-04 21:00:00,1.0,1.0,1.0,0.0
Narela Delhi DPCC,1,3,2023-02-05 08:00:00,2023-02-05 09:00:00,1.0,1.0,2.0,1.0
Narela Delhi DPCC,1,3,2023-02-05 22:00:00,2023-02-05 23:00:00,1.0,0.0,0.0,1.0
Narela Delhi DPCC,1,3,2023-02-06 18:00:00,2023-02-06 20:00:00,2.0,1.0,2.0,0.0
Narela Delhi DPCC,1,3,2023-02-09 06:00:00,2023-02-09 07:00:00,1.0,1.0,0.0,1.0
